file_name,supercategory
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorelmorel278large2.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped4010251246.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped6283252782.jpg,0
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorelmorel280large.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped6013785092.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped9194221712.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1307736375.jpg,0
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorelmorel152large4.jpg,0
gs://medium_mush/fungi/images/inat/gyro_inat/cropped5474original6.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped12216187013.jpg,0
gs://medium_mush/fungi/images/inat/gyro_inat/cropped4741original.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped9785168503.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1061038317.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped793522295.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped800525716.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1781177460.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped13247400174.jpg,0
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorelmorel140large4.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped4422080172.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped8311663803.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped840417182.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped3241397784.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped533219226.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped5923234472.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped5953530273.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped618415257.jpg,1
gs://medium_mush/fungi/images/inat/gyro_inat/cropped6883original.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped384145434.jpg,1
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorelmorel1large.jpg,0
gs://medium_mush/fungi/images/inat/gyro_inat/cropped3788original.jpg,1
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorelmorel107large2.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped2681217098.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped604323804.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1941178705.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped4932151344.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped436207209.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped83041604.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped908735178.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped10995645752.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped6273252772.jpg,0
gs://medium_mush/fungi/images/inat/gyro_inat/cropped7579original.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped9457454172.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped30212853615.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped14408618952.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped762341739.jpg,0
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorel75large.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped14638666714.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped919735297.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped6154144395.jpg,1
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorelmorel166large2.jpg,0
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorelmorel301large3.jpg,0
gs://medium_mush/fungi/images/inat/morel_inat/croppedmorel88large.jpg,0
